id,name,position,salary,age,department,education_level,years_at_company,work_life_balance,job_satisfaction,performance_rating,left_company
8523,Employee_8523,Analyst,53448,55,Finance,PhD,4,2,5,5,0
8524,Employee_8524,Sales,55198,59,HR,Bachelors,25,1,4,1,0
8525,Employee_8525,Analyst,113158,44,Marketing,High School,16,3,1,1,0
8526,Employee_8526,HR,146384,28,Finance,Bachelors,16,4,5,3,0
8527,Employee_8527,Engineer,107938,63,Marketing,High School,2,3,3,4,1
8528,Employee_8528,Sales,90799,62,R&D,Bachelors,2,5,5,3,0
8529,Employee_8529,Engineer,141860,40,HR,Bachelors,33,3,1,1,0
8530,Employee_8530,Sales,134003,61,R&D,Bachelors,7,5,5,3,0
8531,Employee_8531,Engineer,74961,46,R&D,PhD,5,4,1,1,0
8532,Employee_8532,HR,83007,44,HR,Bachelors,36,2,4,2,1
8533,Employee_8533,Sales,105470,42,R&D,Masters,21,5,5,4,0
8534,Employee_8534,Manager,92256,25,Finance,Bachelors,32,2,1,5,0
8535,Employee_8535,Engineer,60739,35,Finance,Bachelors,6,3,1,5,0
8536,Employee_8536,Engineer,124054,56,Marketing,Bachelors,39,3,2,3,0
8537,Employee_8537,Analyst,98186,57,Finance,Bachelors,18,4,4,5,0
8538,Employee_8538,Sales,66547,49,Finance,High School,9,2,5,2,0
8539,Employee_8539,Manager,134472,35,Marketing,PhD,22,4,2,2,0
8540,Employee_8540,HR,125823,47,IT,PhD,1,5,5,3,0
8541,Employee_8541,Analyst,146887,28,HR,PhD,20,3,3,5,0
8542,Employee_8542,Manager,91431,49,Finance,High School,23,3,3,5,0
8543,Employee_8543,Sales,65476,39,Marketing,Bachelors,12,3,1,1,0
8544,Employee_8544,Manager,118411,51,R&D,Bachelors,4,3,2,3,0
8545,Employee_8545,Engineer,50686,29,R&D,PhD,17,3,1,1,1
8546,Employee_8546,Engineer,57536,30,Finance,Masters,10,5,1,2,0
8547,Employee_8547,Analyst,74062,57,HR,Bachelors,36,5,1,3,0
8548,Employee_8548,Sales,88216,30,Marketing,Bachelors,31,4,3,1,0
8549,Employee_8549,Sales,65041,53,Marketing,Bachelors,27,1,1,2,0
8550,Employee_8550,Manager,71653,45,Marketing,High School,21,3,1,5,0
8551,Employee_8551,Analyst,61673,24,Marketing,Bachelors,27,3,1,3,1
8552,Employee_8552,Sales,50367,25,Marketing,PhD,0,1,1,1,0
8553,Employee_8553,Engineer,59629,43,HR,Bachelors,5,4,2,4,0
8554,Employee_8554,Manager,128636,59,Marketing,PhD,10,5,5,5,0
8555,Employee_8555,HR,112190,25,HR,Masters,32,3,2,1,0
8556,Employee_8556,Engineer,65063,28,HR,High School,15,4,4,1,0
8557,Employee_8557,Analyst,59322,37,HR,Masters,12,1,2,3,0
8558,Employee_8558,Sales,124546,21,R&D,Bachelors,20,5,4,4,0
8559,Employee_8559,Engineer,52693,32,IT,Masters,38,5,3,5,0
8560,Employee_8560,HR,49241,55,Finance,Bachelors,23,4,5,5,0
8561,Employee_8561,HR,69778,34,R&D,PhD,26,2,1,3,0
8562,Employee_8562,Analyst,142379,38,IT,Bachelors,36,2,4,3,0
8563,Employee_8563,Engineer,52651,30,R&D,High School,2,2,3,3,0
8564,Employee_8564,Manager,65966,35,HR,Masters,11,1,5,4,0
8565,Employee_8565,Engineer,49275,62,HR,Bachelors,6,2,4,3,1
8566,Employee_8566,HR,85606,53,Marketing,PhD,19,4,3,4,0
8567,Employee_8567,Analyst,41658,39,HR,Masters,14,5,1,4,0
8568,Employee_8568,Analyst,134499,54,R&D,High School,0,4,3,2,0
8569,Employee_8569,Manager,112468,45,Finance,Bachelors,9,4,3,3,0
8570,Employee_8570,Analyst,54248,36,HR,High School,13,3,1,3,0
8571,Employee_8571,Analyst,64437,28,IT,PhD,14,1,4,5,0
8572,Employee_8572,Analyst,79727,55,R&D,Masters,33,5,3,3,0
8573,Employee_8573,Analyst,58201,41,IT,Masters,24,3,1,4,0
8574,Employee_8574,Analyst,81150,39,Marketing,Masters,30,1,4,3,0
8575,Employee_8575,HR,129891,31,Marketing,PhD,9,5,1,1,0
8576,Employee_8576,Engineer,54999,64,Finance,Bachelors,36,3,2,5,0
8577,Employee_8577,Sales,46376,31,R&D,Bachelors,5,2,4,1,0
8578,Employee_8578,Analyst,91673,31,Finance,Bachelors,5,4,2,4,0
8579,Employee_8579,Sales,43476,42,IT,High School,27,2,3,1,0
8580,Employee_8580,Sales,109902,41,Finance,PhD,37,5,3,4,0
8581,Employee_8581,HR,131269,47,IT,Masters,13,3,3,5,0
8582,Employee_8582,Analyst,117994,38,Finance,PhD,12,3,4,2,0
8583,Employee_8583,Sales,102878,62,Marketing,PhD,12,3,5,1,0
8584,Employee_8584,Analyst,138331,60,R&D,PhD,9,4,4,5,0
8585,Employee_8585,Manager,60615,58,Finance,Masters,15,3,4,2,0
8586,Employee_8586,Manager,51164,50,IT,Masters,38,1,5,4,0
8587,Employee_8587,Manager,79316,53,R&D,High School,34,1,4,4,0
8588,Employee_8588,Sales,108560,41,Marketing,PhD,14,1,2,2,0
8589,Employee_8589,Manager,69559,22,Marketing,Bachelors,22,2,5,5,0
8590,Employee_8590,HR,102968,33,HR,High School,36,5,5,2,0
8591,Employee_8591,HR,106800,22,R&D,Masters,7,2,2,1,0
8592,Employee_8592,Sales,49047,63,Finance,Masters,25,2,5,2,0
8593,Employee_8593,Analyst,84985,51,Marketing,High School,21,4,5,3,0
8594,Employee_8594,Engineer,112123,30,Finance,Bachelors,4,2,2,1,0
8595,Employee_8595,Analyst,46577,43,Finance,PhD,33,4,1,5,0
8596,Employee_8596,Analyst,123171,42,IT,PhD,26,1,1,1,1
8597,Employee_8597,Analyst,43870,49,Finance,Bachelors,18,1,1,4,0
8598,Employee_8598,Analyst,74094,53,HR,PhD,34,2,2,4,0
8599,Employee_8599,Engineer,95329,51,R&D,Masters,19,2,3,4,0
8600,Employee_8600,Manager,49217,34,R&D,High School,37,1,4,1,0
8601,Employee_8601,Analyst,123138,30,IT,Bachelors,12,3,5,4,0
8602,Employee_8602,HR,106141,38,HR,High School,17,1,2,5,0
8603,Employee_8603,Sales,62343,31,HR,PhD,17,3,4,5,0
8604,Employee_8604,Sales,90822,59,R&D,PhD,0,1,2,1,0
8605,Employee_8605,HR,53003,23,HR,Masters,31,5,5,2,0
8606,Employee_8606,Analyst,148793,22,Marketing,Masters,24,4,3,2,0
8607,Employee_8607,Engineer,99538,28,Finance,PhD,20,4,2,5,0
8608,Employee_8608,Manager,72089,51,Finance,PhD,26,5,4,1,0
8609,Employee_8609,Sales,93595,28,R&D,Masters,10,3,4,5,1
8610,Employee_8610,Manager,123197,63,R&D,Masters,0,2,5,4,0
8611,Employee_8611,Engineer,122318,22,HR,Bachelors,18,2,1,4,0
8612,Employee_8612,Sales,70029,42,IT,Masters,31,4,5,5,0
8613,Employee_8613,Manager,119023,25,R&D,Bachelors,7,2,5,4,1
8614,Employee_8614,Engineer,91324,27,R&D,Bachelors,18,3,1,3,0
8615,Employee_8615,Manager,91962,40,R&D,High School,15,2,3,3,0
8616,Employee_8616,Analyst,79042,48,HR,Masters,34,1,2,3,0
8617,Employee_8617,Engineer,127601,33,Marketing,Bachelors,1,5,4,2,0
8618,Employee_8618,Manager,116380,22,R&D,High School,11,4,2,2,0
8619,Employee_8619,Analyst,124859,52,Marketing,High School,28,2,2,1,0
8620,Employee_8620,Analyst,130933,46,HR,Masters,9,3,4,2,0
8621,Employee_8621,Engineer,85957,23,IT,Masters,21,2,1,5,0
8622,Employee_8622,HR,122864,61,Finance,High School,33,5,4,1,1
8623,Employee_8623,Sales,83739,62,Finance,Bachelors,20,1,1,1,1
8624,Employee_8624,Engineer,78733,33,Finance,Masters,36,4,1,5,0
8625,Employee_8625,Analyst,85389,41,Finance,High School,4,4,5,3,0
8626,Employee_8626,Analyst,69715,57,HR,High School,5,3,3,2,0
8627,Employee_8627,Engineer,79116,43,Finance,Bachelors,31,1,5,1,0
8628,Employee_8628,HR,96922,27,HR,PhD,2,2,3,3,0
8629,Employee_8629,Sales,96251,37,IT,Bachelors,9,2,1,4,0
8630,Employee_8630,Manager,101794,48,R&D,High School,4,3,5,3,1
8631,Employee_8631,Engineer,57580,50,R&D,Bachelors,23,1,2,3,0
8632,Employee_8632,Sales,40823,25,R&D,Masters,19,3,4,2,0
8633,Employee_8633,Sales,132008,44,HR,High School,36,5,4,4,0
8634,Employee_8634,Analyst,47084,27,HR,Bachelors,30,5,4,1,0
8635,Employee_8635,Manager,117991,54,HR,Bachelors,16,2,3,5,0
8636,Employee_8636,Engineer,50607,62,IT,Bachelors,23,5,4,1,0
8637,Employee_8637,Analyst,122455,53,Marketing,Bachelors,17,3,3,2,0
8638,Employee_8638,Analyst,124930,47,HR,High School,25,4,3,1,0
8639,Employee_8639,HR,116355,34,HR,Bachelors,6,5,3,2,0
8640,Employee_8640,Sales,51969,39,R&D,Masters,13,3,2,2,0
8641,Employee_8641,Engineer,103059,58,Finance,PhD,1,4,1,1,0
8642,Employee_8642,Engineer,57333,32,Finance,PhD,29,4,2,5,0
8643,Employee_8643,Engineer,117236,23,IT,PhD,16,5,1,5,0
8644,Employee_8644,Analyst,137328,27,Finance,Masters,19,1,2,1,1
8645,Employee_8645,HR,138847,55,Marketing,PhD,9,5,3,4,0
8646,Employee_8646,Manager,76668,45,R&D,High School,23,5,1,3,0
8647,Employee_8647,Analyst,51945,35,IT,High School,11,1,4,5,0
8648,Employee_8648,Manager,142528,39,Finance,Masters,26,5,2,2,0
8649,Employee_8649,HR,86526,39,Finance,Masters,14,3,1,5,0
8650,Employee_8650,Sales,87717,43,R&D,High School,8,1,4,4,0
8651,Employee_8651,Engineer,99426,31,IT,Masters,17,3,5,1,0
8652,Employee_8652,Manager,141170,41,R&D,Masters,6,4,3,4,0
8653,Employee_8653,Analyst,124166,54,IT,High School,27,1,2,3,0
8654,Employee_8654,Manager,146572,59,Finance,High School,35,4,2,5,0
8655,Employee_8655,Sales,130480,27,R&D,Bachelors,2,2,5,2,0
8656,Employee_8656,Engineer,128896,62,R&D,Bachelors,15,2,1,2,0
8657,Employee_8657,Manager,118349,64,Marketing,PhD,35,3,2,4,1
8658,Employee_8658,Sales,44601,47,R&D,Masters,3,4,2,1,0
8659,Employee_8659,Analyst,52930,43,IT,High School,34,4,2,3,0
8660,Employee_8660,HR,44333,58,Marketing,PhD,8,1,2,1,1
8661,Employee_8661,Analyst,110935,40,R&D,Bachelors,11,2,5,5,0
8662,Employee_8662,Engineer,57839,47,R&D,Masters,9,3,3,4,0
8663,Employee_8663,Analyst,91337,28,Marketing,PhD,1,3,2,4,0
8664,Employee_8664,Analyst,80204,57,Finance,Masters,18,1,5,2,0
8665,Employee_8665,Analyst,60195,23,R&D,PhD,12,1,4,5,0
8666,Employee_8666,Analyst,67848,22,HR,Masters,32,3,2,2,0
8667,Employee_8667,Engineer,129229,42,Finance,Masters,0,1,1,1,0
8668,Employee_8668,Sales,80854,26,R&D,High School,27,4,5,4,0
8669,Employee_8669,Manager,141986,59,Finance,Masters,39,3,1,4,0
8670,Employee_8670,HR,90998,60,IT,Bachelors,5,5,3,3,0
8671,Employee_8671,Manager,107390,56,Finance,High School,2,2,4,1,1
8672,Employee_8672,Manager,71558,64,Marketing,Masters,24,2,1,5,1
8673,Employee_8673,HR,42985,44,R&D,Bachelors,15,5,2,3,0
8674,Employee_8674,Engineer,101794,32,Finance,Bachelors,3,5,5,4,1
8675,Employee_8675,HR,83585,37,HR,PhD,7,4,4,5,0
8676,Employee_8676,Engineer,124814,42,IT,High School,38,3,5,2,0
8677,Employee_8677,Manager,80264,39,IT,High School,15,1,4,1,0
8678,Employee_8678,Engineer,73326,29,Finance,PhD,37,2,1,2,0
8679,Employee_8679,Sales,124816,32,Marketing,PhD,22,5,3,4,0
8680,Employee_8680,HR,99261,52,IT,PhD,5,3,5,3,0
8681,Employee_8681,Sales,74022,51,Finance,High School,15,1,2,2,0
8682,Employee_8682,Manager,55667,37,Finance,Bachelors,15,2,5,4,0
8683,Employee_8683,HR,58065,43,IT,Bachelors,22,3,3,2,0
8684,Employee_8684,Manager,127191,30,Finance,Masters,15,2,1,1,0
8685,Employee_8685,Sales,50006,50,Finance,High School,35,4,2,2,0
8686,Employee_8686,Manager,111819,39,HR,High School,11,2,2,1,0
8687,Employee_8687,HR,147158,46,Finance,PhD,36,4,1,1,0
8688,Employee_8688,HR,85076,46,Finance,High School,8,4,5,5,0
8689,Employee_8689,Manager,108861,31,Marketing,High School,17,4,2,3,0
8690,Employee_8690,HR,136319,40,IT,Bachelors,8,1,5,2,1
8691,Employee_8691,HR,90393,24,Marketing,High School,20,1,5,4,0
8692,Employee_8692,Manager,43143,32,R&D,Bachelors,0,4,1,5,0
8693,Employee_8693,Sales,141341,45,Marketing,Bachelors,22,3,3,3,0
8694,Employee_8694,HR,97505,30,R&D,High School,4,4,3,5,0
8695,Employee_8695,HR,52417,42,R&D,Bachelors,18,3,5,2,0
8696,Employee_8696,HR,71300,27,Marketing,PhD,34,2,1,2,0
8697,Employee_8697,HR,132062,44,HR,Bachelors,32,1,3,2,1
8698,Employee_8698,Manager,68896,22,Marketing,High School,17,3,5,3,0
8699,Employee_8699,Sales,142979,52,IT,PhD,39,3,2,5,0
8700,Employee_8700,Sales,90629,41,Marketing,PhD,13,3,2,4,1
8701,Employee_8701,Engineer,67606,27,HR,High School,19,5,4,5,0
8702,Employee_8702,HR,79916,28,Marketing,Masters,12,1,4,3,1
8703,Employee_8703,HR,101330,58,HR,Bachelors,15,5,4,1,0
8704,Employee_8704,Engineer,47551,41,IT,Bachelors,30,2,3,1,0
8705,Employee_8705,Sales,140972,28,Finance,Masters,38,3,2,1,1
8706,Employee_8706,Analyst,96422,45,HR,PhD,34,1,2,4,0
8707,Employee_8707,Analyst,107782,48,HR,Masters,19,1,3,3,1
8708,Employee_8708,Sales,105391,48,HR,High School,0,1,2,3,0
8709,Employee_8709,HR,144957,51,IT,Masters,39,3,2,1,0
8710,Employee_8710,Analyst,103411,56,R&D,PhD,12,4,5,3,0
8711,Employee_8711,Manager,149437,45,HR,High School,6,4,2,3,0
8712,Employee_8712,Manager,113185,61,IT,High School,21,4,5,2,0
8713,Employee_8713,Engineer,146745,57,Finance,High School,6,5,4,4,0
8714,Employee_8714,Sales,40888,58,HR,Bachelors,19,3,1,3,0
8715,Employee_8715,Sales,147519,32,R&D,Bachelors,36,2,5,1,0
8716,Employee_8716,Analyst,97135,57,IT,High School,35,5,2,5,1
8717,Employee_8717,HR,69424,57,Finance,Masters,3,1,4,5,1
8718,Employee_8718,Sales,81559,51,R&D,Bachelors,5,4,1,4,0
8719,Employee_8719,Analyst,51075,38,Finance,PhD,2,1,1,3,0
8720,Employee_8720,Analyst,62699,46,R&D,Bachelors,2,5,4,2,0
8721,Employee_8721,Sales,87972,26,Marketing,Masters,2,4,4,3,0
8722,Employee_8722,Analyst,49950,29,Marketing,Bachelors,35,3,1,1,0
8723,Employee_8723,Engineer,45413,31,Marketing,Masters,8,4,1,3,0
8724,Employee_8724,Engineer,79305,51,Finance,Masters,15,4,2,5,0
8725,Employee_8725,Sales,43569,22,Marketing,Bachelors,15,4,5,5,0
8726,Employee_8726,HR,106778,49,IT,Masters,11,5,5,4,0
8727,Employee_8727,Engineer,142633,62,IT,Masters,37,4,1,1,0
8728,Employee_8728,Engineer,70085,25,Marketing,PhD,19,5,1,4,0
8729,Employee_8729,Sales,116023,43,R&D,High School,30,1,3,3,0
8730,Employee_8730,Manager,123845,56,R&D,High School,29,3,1,2,1
8731,Employee_8731,Analyst,136307,27,Finance,Bachelors,20,4,5,4,0
8732,Employee_8732,Engineer,132174,33,R&D,Masters,2,5,2,5,0
8733,Employee_8733,Manager,76163,62,HR,Bachelors,20,4,3,1,0
8734,Employee_8734,HR,89592,30,R&D,Bachelors,27,4,5,3,0
8735,Employee_8735,Manager,127151,56,IT,High School,27,4,2,1,0
8736,Employee_8736,Sales,97333,36,R&D,Masters,4,2,3,1,0
8737,Employee_8737,HR,48039,35,Finance,Bachelors,6,3,3,1,0
8738,Employee_8738,HR,48198,63,R&D,Bachelors,4,3,3,5,0
8739,Employee_8739,Manager,74354,39,Finance,High School,8,5,3,2,0
8740,Employee_8740,Sales,43824,41,HR,High School,20,1,3,4,0
8741,Employee_8741,Engineer,90420,55,Marketing,High School,19,1,3,5,0
8742,Employee_8742,Manager,129535,35,HR,Bachelors,37,1,4,2,0
8743,Employee_8743,Engineer,43436,34,IT,Masters,39,4,2,3,1
8744,Employee_8744,Manager,133550,49,HR,High School,36,5,5,4,0
8745,Employee_8745,Engineer,80857,25,HR,High School,16,4,1,2,0
8746,Employee_8746,Manager,56057,38,IT,Masters,27,2,5,3,0
8747,Employee_8747,HR,41310,21,IT,Bachelors,30,5,4,4,0
8748,Employee_8748,Analyst,115355,47,Marketing,Bachelors,32,5,4,3,1
8749,Employee_8749,HR,118993,47,Marketing,Masters,31,5,3,5,1
8750,Employee_8750,Engineer,106013,45,R&D,High School,31,2,4,3,0
8751,Employee_8751,Sales,100022,61,Finance,PhD,22,5,5,1,0
8752,Employee_8752,HR,48906,41,IT,Masters,20,2,4,5,0
8753,Employee_8753,Analyst,49868,34,HR,PhD,24,1,5,3,0
8754,Employee_8754,Engineer,58546,40,HR,Bachelors,32,5,3,5,0
8755,Employee_8755,HR,138812,48,Marketing,Bachelors,2,4,3,4,0
8756,Employee_8756,Manager,112855,41,Finance,PhD,5,3,4,1,0
8757,Employee_8757,Sales,73149,43,IT,High School,27,2,1,1,0
8758,Employee_8758,Engineer,107381,31,Marketing,PhD,1,1,3,3,0
8759,Employee_8759,HR,63684,22,Finance,High School,31,1,2,4,0
8760,Employee_8760,Engineer,69858,40,IT,Masters,25,3,2,5,0
8761,Employee_8761,Manager,85330,44,HR,Bachelors,4,5,3,3,0
8762,Employee_8762,Analyst,148214,45,HR,Bachelors,10,4,4,2,0
8763,Employee_8763,HR,99204,57,Marketing,PhD,9,3,3,3,1
8764,Employee_8764,Engineer,132203,42,Finance,Masters,14,5,4,2,0
8765,Employee_8765,Engineer,65293,44,HR,PhD,17,5,5,1,1
8766,Employee_8766,Engineer,96869,35,Finance,PhD,13,2,1,3,0
8767,Employee_8767,Analyst,130429,32,Marketing,PhD,27,4,1,3,0
8768,Employee_8768,Engineer,44629,51,R&D,High School,29,4,5,1,0
8769,Employee_8769,Sales,45704,63,Finance,Bachelors,12,2,5,5,0
8770,Employee_8770,Sales,41776,51,Finance,Bachelors,19,5,5,3,0
8771,Employee_8771,Engineer,97255,50,Marketing,PhD,1,5,1,4,0
8772,Employee_8772,Sales,88281,61,R&D,High School,24,4,3,1,0
8773,Employee_8773,HR,71236,40,HR,Bachelors,11,4,2,5,0
8774,Employee_8774,Sales,106780,28,IT,High School,24,4,4,1,1
8775,Employee_8775,Engineer,41333,64,Marketing,Masters,3,4,2,1,0
8776,Employee_8776,Manager,109205,50,IT,High School,11,5,4,5,0
8777,Employee_8777,HR,123120,55,R&D,High School,6,4,1,5,0
8778,Employee_8778,Analyst,90946,41,R&D,Masters,37,5,3,5,0
8779,Employee_8779,Engineer,95333,60,Finance,Bachelors,39,2,2,4,0
8780,Employee_8780,Analyst,67277,48,IT,Bachelors,31,1,5,2,0
8781,Employee_8781,Manager,90606,59,IT,High School,5,2,5,1,0
8782,Employee_8782,Analyst,41933,37,R&D,High School,26,2,5,3,0
8783,Employee_8783,Engineer,73514,32,IT,Masters,34,3,2,2,0
8784,Employee_8784,Engineer,147336,38,HR,Masters,20,2,3,3,0
8785,Employee_8785,Manager,129893,48,R&D,Bachelors,19,3,3,3,0
8786,Employee_8786,Engineer,132607,23,Finance,Bachelors,18,3,5,3,0
8787,Employee_8787,Manager,102958,35,Finance,Masters,32,3,2,4,0
8788,Employee_8788,Manager,46827,36,Finance,High School,3,2,5,4,0
8789,Employee_8789,Engineer,70844,42,IT,Masters,18,1,4,2,0
8790,Employee_8790,Sales,131200,51,R&D,Bachelors,27,3,4,5,0
8791,Employee_8791,Manager,40792,51,Finance,High School,21,4,2,4,0
8792,Employee_8792,Engineer,79695,21,R&D,PhD,23,4,4,1,0
8793,Employee_8793,Sales,123187,31,IT,PhD,29,5,1,2,0
8794,Employee_8794,Manager,82510,26,HR,Masters,28,4,1,1,0
8795,Employee_8795,Sales,79137,43,HR,Bachelors,9,4,1,3,0
8796,Employee_8796,HR,124610,29,HR,High School,31,3,4,1,1
8797,Employee_8797,HR,113410,36,IT,PhD,8,2,3,4,0
8798,Employee_8798,Sales,122212,58,Finance,High School,24,4,1,1,1
8799,Employee_8799,Manager,79632,64,IT,High School,15,2,5,3,0
8800,Employee_8800,Engineer,76790,39,R&D,High School,14,1,3,3,0
8801,Employee_8801,Analyst,123568,33,HR,High School,17,4,2,4,0
8802,Employee_8802,Engineer,70885,52,R&D,Masters,22,1,4,2,0
8803,Employee_8803,Analyst,105214,56,IT,High School,2,1,5,5,0
8804,Employee_8804,Analyst,116544,29,Marketing,PhD,6,5,2,2,0
8805,Employee_8805,Manager,84870,57,Marketing,PhD,38,2,4,5,0
8806,Employee_8806,Sales,88110,51,IT,Masters,10,2,4,4,0
8807,Employee_8807,Engineer,149414,51,Finance,PhD,23,5,5,4,1
8808,Employee_8808,Sales,45171,39,R&D,High School,34,3,4,4,0
8809,Employee_8809,HR,49589,22,IT,PhD,24,5,4,3,1
8810,Employee_8810,Manager,58077,52,IT,Bachelors,27,5,4,2,0
8811,Employee_8811,Manager,104874,63,Marketing,High School,11,5,3,5,0
8812,Employee_8812,HR,112246,54,HR,Masters,22,1,1,2,0
8813,Employee_8813,Engineer,125772,21,HR,Bachelors,16,2,5,5,0
8814,Employee_8814,HR,78227,41,Finance,PhD,36,3,3,1,1
8815,Employee_8815,Engineer,54937,23,Finance,Bachelors,17,4,5,2,0
8816,Employee_8816,Analyst,49754,47,Finance,PhD,8,4,3,1,0
8817,Employee_8817,Manager,65688,64,Marketing,PhD,34,4,4,4,1
8818,Employee_8818,Engineer,47048,27,IT,PhD,35,3,4,3,0
8819,Employee_8819,Sales,62568,53,Finance,Masters,17,4,3,3,0
8820,Employee_8820,Sales,137583,29,Marketing,Bachelors,19,3,4,2,0
8821,Employee_8821,Manager,115019,50,R&D,Masters,20,4,1,1,0
8822,Employee_8822,HR,57545,38,IT,PhD,19,4,5,1,0
8823,Employee_8823,HR,122949,46,R&D,High School,5,3,4,5,1
8824,Employee_8824,Engineer,134449,40,HR,High School,8,2,2,2,1
8825,Employee_8825,HR,85217,58,HR,Masters,28,3,3,2,0
8826,Employee_8826,Manager,88122,61,IT,High School,28,3,3,1,0
8827,Employee_8827,Engineer,73746,51,Finance,Bachelors,12,5,4,1,0
8828,Employee_8828,Analyst,48709,28,IT,High School,35,1,3,3,0
8829,Employee_8829,HR,65358,43,Finance,High School,26,1,2,2,0
8830,Employee_8830,HR,51023,45,HR,PhD,5,2,3,3,0
8831,Employee_8831,Engineer,135387,21,IT,Bachelors,38,2,2,4,0
8832,Employee_8832,Sales,68756,38,IT,Bachelors,31,2,3,4,0
8833,Employee_8833,HR,103175,39,Finance,High School,27,1,3,1,0
8834,Employee_8834,Manager,94281,62,HR,PhD,0,2,2,5,0
8835,Employee_8835,HR,89289,26,HR,High School,30,2,5,1,0
8836,Employee_8836,Analyst,98097,37,Finance,High School,29,3,1,2,0
8837,Employee_8837,HR,116681,28,Finance,Masters,17,3,2,1,0
8838,Employee_8838,Sales,126728,62,Finance,PhD,28,1,1,3,0
8839,Employee_8839,HR,87259,29,HR,Masters,37,3,3,1,1
8840,Employee_8840,Engineer,58839,57,HR,High School,22,2,5,3,0
8841,Employee_8841,HR,67410,47,IT,High School,21,3,2,4,0
8842,Employee_8842,Sales,145696,56,HR,PhD,1,5,5,3,0
8843,Employee_8843,Engineer,51447,26,R&D,Bachelors,4,3,2,2,0
8844,Employee_8844,Manager,126569,26,R&D,High School,14,1,4,1,0
8845,Employee_8845,Engineer,146891,24,Finance,High School,31,2,2,2,1
8846,Employee_8846,Analyst,115665,42,Finance,Masters,5,2,1,3,1
8847,Employee_8847,Engineer,135894,60,Finance,Masters,13,1,4,3,0
8848,Employee_8848,Manager,53907,47,IT,PhD,23,3,3,3,0
8849,Employee_8849,HR,61637,57,R&D,Masters,20,2,2,3,0
8850,Employee_8850,Engineer,78196,22,R&D,Bachelors,13,2,1,3,0
8851,Employee_8851,Engineer,62369,29,HR,High School,11,5,3,1,0
8852,Employee_8852,Engineer,135017,31,R&D,Masters,3,1,1,5,0
8853,Employee_8853,Engineer,137217,40,HR,Bachelors,20,3,3,2,0
8854,Employee_8854,Manager,42589,63,IT,High School,16,3,2,4,0
8855,Employee_8855,Sales,63560,59,Finance,High School,28,2,5,4,0
8856,Employee_8856,Sales,43034,34,Finance,Bachelors,15,4,3,2,0
8857,Employee_8857,Engineer,40169,46,HR,High School,17,5,5,1,0
8858,Employee_8858,Manager,132449,58,Marketing,Bachelors,37,5,3,2,0
8859,Employee_8859,Manager,43239,50,HR,Bachelors,10,5,5,3,0
8860,Employee_8860,Engineer,43415,56,IT,Masters,31,2,2,5,1
8861,Employee_8861,Analyst,125488,58,R&D,PhD,27,1,1,2,0
8862,Employee_8862,Engineer,116944,55,HR,Bachelors,15,1,2,1,1
8863,Employee_8863,Analyst,43484,26,IT,Masters,33,5,3,3,0
8864,Employee_8864,Engineer,93987,23,Finance,High School,29,4,4,2,0
8865,Employee_8865,Analyst,58225,21,Marketing,Masters,37,4,1,2,0
8866,Employee_8866,Analyst,120459,38,Marketing,Bachelors,21,3,5,3,0
8867,Employee_8867,Engineer,101104,43,HR,Masters,4,4,1,1,0
8868,Employee_8868,Analyst,60936,52,R&D,PhD,8,5,1,5,0
8869,Employee_8869,HR,79612,49,HR,High School,12,3,2,5,0
8870,Employee_8870,Sales,124946,43,Marketing,Masters,38,5,3,3,0
8871,Employee_8871,Manager,135533,56,Marketing,High School,22,1,2,4,0
8872,Employee_8872,Analyst,142269,26,Finance,Bachelors,26,5,3,1,0
8873,Employee_8873,Analyst,79952,37,R&D,PhD,31,3,4,4,0
8874,Employee_8874,Manager,98945,38,R&D,PhD,30,5,2,4,1
8875,Employee_8875,Analyst,127399,51,Marketing,Masters,32,2,4,4,0
8876,Employee_8876,Manager,45380,26,Marketing,High School,25,3,3,1,0
8877,Employee_8877,Engineer,90298,54,HR,High School,17,4,1,4,1
8878,Employee_8878,HR,126246,64,HR,Masters,11,1,4,3,1
8879,Employee_8879,HR,120821,64,Finance,Masters,2,4,4,2,0
8880,Employee_8880,Sales,67260,47,Marketing,Masters,4,5,3,3,0
8881,Employee_8881,Analyst,72879,56,HR,Masters,13,4,3,2,0
8882,Employee_8882,Sales,56143,62,Finance,PhD,11,3,2,5,0
8883,Employee_8883,Engineer,89744,45,R&D,Masters,3,2,2,4,1
8884,Employee_8884,HR,112949,30,Marketing,High School,15,4,3,5,0
8885,Employee_8885,Engineer,71578,59,IT,Bachelors,10,5,4,5,0
8886,Employee_8886,Engineer,120262,59,Marketing,High School,35,4,5,1,1
8887,Employee_8887,Analyst,97331,32,HR,Masters,37,4,2,4,0
8888,Employee_8888,Engineer,132551,31,Marketing,PhD,1,3,3,5,0
8889,Employee_8889,HR,103815,63,IT,Masters,12,5,5,2,0
8890,Employee_8890,Sales,111519,23,Marketing,Bachelors,7,5,5,2,0
8891,Employee_8891,HR,59178,42,HR,Masters,20,2,5,1,0
8892,Employee_8892,Analyst,132526,24,R&D,Bachelors,25,3,5,5,0
8893,Employee_8893,HR,115857,28,HR,Masters,37,3,1,5,0
8894,Employee_8894,Manager,100197,34,Finance,PhD,34,1,2,5,0
8895,Employee_8895,Sales,149365,40,HR,High School,14,2,5,1,0
